component,strategy,run,seed,order,component_id,score,score_metric
link,td,0,20260905,2426,2676,4.970738590592818e-06,td_loss
link,td,0,20260905,2427,1165,4.878719047656203e-06,td_loss
link,td,0,20260905,2428,313,4.803976988876678e-06,td_loss
link,td,0,20260905,2429,2198,4.801794149792443e-06,td_loss
link,td,0,20260905,2430,1506,4.722448947271747e-06,td_loss
link,td,0,20260905,2431,1151,4.677223001433682e-06,td_loss
link,td,0,20260905,2432,137,4.664675708884418e-06,td_loss
link,td,0,20260905,2433,1301,4.660731216001473e-06,td_loss
link,td,0,20260905,2434,2100,4.536990089736842e-06,td_loss
link,td,0,20260905,2435,2735,4.536990089736842e-06,td_loss
link,td,0,20260905,2436,124,4.536179496276528e-06,td_loss
link,td,0,20260905,2437,354,4.526031744346049e-06,td_loss
link,td,0,20260905,2438,2708,4.375797743339854e-06,td_loss
link,td,0,20260905,2439,2763,4.3278425670875004e-06,td_loss
link,td,0,20260905,2440,1178,4.1036406768440765e-06,td_loss
link,td,0,20260905,2441,1143,4.046465375061464e-06,td_loss
link,td,0,20260905,2442,261,4.0127601709575336e-06,td_loss
link,td,0,20260905,2443,2575,3.94165621881316e-06,td_loss
link,td,0,20260905,2444,2757,3.900903197983658e-06,td_loss
link,td,0,20260905,2445,1144,3.753965297597066e-06,td_loss
link,td,0,20260905,2446,1174,3.713882417736668e-06,td_loss
link,td,0,20260905,2447,1202,3.7005163354520336e-06,td_loss
link,td,0,20260905,2448,2591,3.61635509957017e-06,td_loss
link,td,0,20260905,2449,2797,3.61635509957017e-06,td_loss
link,td,0,20260905,2450,1762,3.490947220898814e-06,td_loss
link,td,0,20260905,2451,1058,3.4673527937145348e-06,td_loss
link,td,0,20260905,2452,280,3.415482121692537e-06,td_loss
link,td,0,20260905,2453,580,3.404501705027234e-06,td_loss
link,td,0,20260905,2454,2401,3.3246616390354644e-06,td_loss
link,td,0,20260905,2455,123,3.2595643062115715e-06,td_loss
link,td,0,20260905,2456,1923,3.2562669522685086e-06,td_loss
link,td,0,20260905,2457,1868,3.190292642092834e-06,td_loss
link,td,0,20260905,2458,1706,3.1406159153637065e-06,td_loss
link,td,0,20260905,2459,2527,3.139887524687492e-06,td_loss
link,td,0,20260905,2460,1929,3.065737038821872e-06,td_loss
link,td,0,20260905,2461,1177,2.9899896598542493e-06,td_loss
link,td,0,20260905,2462,1227,2.9214007659526463e-06,td_loss
link,td,0,20260905,2463,1251,2.887319073385273e-06,td_loss
link,td,0,20260905,2464,1908,2.8774874898649407e-06,td_loss
link,td,0,20260905,2465,2056,2.7422004919432923e-06,td_loss
link,td,0,20260905,2466,1809,2.716969697419857e-06,td_loss
link,td,0,20260905,2467,1406,2.671378169122341e-06,td_loss
link,td,0,20260905,2468,141,2.6459487847696043e-06,td_loss
link,td,0,20260905,2469,1021,2.644613190981998e-06,td_loss
link,td,0,20260905,2470,2593,2.566436662007427e-06,td_loss
link,td,0,20260905,2471,707,2.4226686439660864e-06,td_loss
link,td,0,20260905,2472,709,2.4226686439660864e-06,td_loss
link,td,0,20260905,2473,362,2.3239222741324887e-06,td_loss
link,td,0,20260905,2474,1438,2.272293335737215e-06,td_loss
link,td,0,20260905,2475,900,2.20723272622966e-06,td_loss
link,td,0,20260905,2476,1464,2.0168962228851217e-06,td_loss
link,td,0,20260905,2477,2356,2.012386439929414e-06,td_loss
link,td,0,20260905,2478,1851,1.976696145620189e-06,td_loss
link,td,0,20260905,2479,59,1.928879847784125e-06,td_loss
link,td,0,20260905,2480,1745,1.8965933039183704e-06,td_loss
link,td,0,20260905,2481,514,1.8498344268782144e-06,td_loss
link,td,0,20260905,2482,2619,1.803080060500128e-06,td_loss
link,td,0,20260905,2483,1916,1.6805519125236606e-06,td_loss
link,td,0,20260905,2484,1710,1.6463134129265892e-06,td_loss
link,td,0,20260905,2485,1675,1.4633075585247423e-06,td_loss
link,td,0,20260905,2486,1250,1.4614514705286928e-06,td_loss
link,td,0,20260905,2487,2483,1.3696407944920302e-06,td_loss
link,td,0,20260905,2488,432,1.141007798233981e-06,td_loss
link,td,0,20260905,2489,1223,1.1120567786437783e-06,td_loss
link,td,0,20260905,2490,2613,1.1120567786437783e-06,td_loss
link,td,0,20260905,2491,757,1.038536673135693e-06,td_loss
link,td,0,20260905,2492,2475,1.022495293023062e-06,td_loss
link,td,0,20260905,2493,2027,1.019251397202491e-06,td_loss
link,td,0,20260905,2494,2386,9.775485502765231e-07,td_loss
link,td,0,20260905,2495,1911,8.921686361803932e-07,td_loss
link,td,0,20260905,2496,1186,8.273186490737042e-07,td_loss
link,td,0,20260905,2497,176,7.771275994972198e-07,td_loss
link,td,0,20260905,2498,2398,6.313953360066429e-07,td_loss
link,td,0,20260905,2499,83,5.711308136020352e-07,td_loss
link,td,0,20260905,2500,2267,5.493397631969823e-07,td_loss
link,td,0,20260905,2501,1676,5.303513675771072e-07,td_loss
link,td,0,20260905,2502,667,5.198268352054629e-07,td_loss
link,td,0,20260905,2503,130,4.476309790600851e-07,td_loss
link,td,0,20260905,2504,1686,4.420815444547916e-07,td_loss
link,td,0,20260905,2505,1849,4.23708667708097e-07,td_loss
link,td,0,20260905,2506,922,3.079453842990247e-07,td_loss
link,td,0,20260905,2507,1907,2.9542719684030093e-07,td_loss
link,td,0,20260905,2508,2275,2.498035335776096e-07,td_loss
link,td,0,20260905,2509,2258,2.377634872019461e-07,td_loss
link,td,0,20260905,2510,2364,2.377634872019461e-07,td_loss
link,td,0,20260905,2511,1701,1.8350929502140539e-07,td_loss
link,td,0,20260905,2512,882,1.1762977462589898e-07,td_loss
link,td,0,20260905,2513,460,9.006226164067462e-08,td_loss
link,td,0,20260905,2514,310,7.589389802293743e-08,td_loss
link,td,0,20260905,2515,1157,6.363601567023429e-08,td_loss
link,td,0,20260905,2516,1991,5.389725395781661e-08,td_loss
link,td,0,20260905,2517,1159,2.3890664934599432e-08,td_loss
link,td,0,20260905,2518,37,2.352174032973297e-08,td_loss
link,td,0,20260905,2519,1536,8.084269492669939e-11,td_loss
link,td,0,20260905,2520,16,0.0,td_loss
link,td,0,20260905,2521,49,0.0,td_loss
link,td,0,20260905,2522,51,0.0,td_loss
link,td,0,20260905,2523,63,0.0,td_loss
link,td,0,20260905,2524,70,0.0,td_loss
link,td,0,20260905,2525,78,0.0,td_loss
link,td,0,20260905,2526,80,0.0,td_loss
link,td,0,20260905,2527,103,0.0,td_loss
link,td,0,20260905,2528,131,0.0,td_loss
link,td,0,20260905,2529,132,0.0,td_loss
link,td,0,20260905,2530,165,0.0,td_loss
link,td,0,20260905,2531,166,0.0,td_loss
link,td,0,20260905,2532,173,0.0,td_loss
link,td,0,20260905,2533,212,0.0,td_loss
link,td,0,20260905,2534,219,0.0,td_loss
link,td,0,20260905,2535,222,0.0,td_loss
link,td,0,20260905,2536,236,0.0,td_loss
link,td,0,20260905,2537,239,0.0,td_loss
link,td,0,20260905,2538,267,0.0,td_loss
link,td,0,20260905,2539,271,0.0,td_loss
link,td,0,20260905,2540,282,0.0,td_loss
link,td,0,20260905,2541,285,0.0,td_loss
link,td,0,20260905,2542,286,0.0,td_loss
link,td,0,20260905,2543,287,0.0,td_loss
link,td,0,20260905,2544,288,0.0,td_loss
link,td,0,20260905,2545,293,0.0,td_loss
link,td,0,20260905,2546,319,0.0,td_loss
link,td,0,20260905,2547,321,0.0,td_loss
link,td,0,20260905,2548,328,0.0,td_loss
link,td,0,20260905,2549,335,0.0,td_loss
link,td,0,20260905,2550,358,0.0,td_loss
link,td,0,20260905,2551,379,0.0,td_loss
link,td,0,20260905,2552,386,0.0,td_loss
link,td,0,20260905,2553,388,0.0,td_loss
link,td,0,20260905,2554,395,0.0,td_loss
link,td,0,20260905,2555,397,0.0,td_loss
link,td,0,20260905,2556,403,0.0,td_loss
link,td,0,20260905,2557,428,0.0,td_loss
link,td,0,20260905,2558,433,0.0,td_loss
link,td,0,20260905,2559,439,0.0,td_loss
link,td,0,20260905,2560,466,0.0,td_loss
link,td,0,20260905,2561,470,0.0,td_loss
link,td,0,20260905,2562,472,0.0,td_loss
link,td,0,20260905,2563,474,0.0,td_loss
link,td,0,20260905,2564,478,0.0,td_loss
link,td,0,20260905,2565,502,0.0,td_loss
link,td,0,20260905,2566,513,0.0,td_loss
link,td,0,20260905,2567,522,0.0,td_loss
link,td,0,20260905,2568,531,0.0,td_loss
link,td,0,20260905,2569,536,0.0,td_loss
link,td,0,20260905,2570,559,0.0,td_loss
link,td,0,20260905,2571,562,0.0,td_loss
link,td,0,20260905,2572,573,0.0,td_loss
link,td,0,20260905,2573,578,0.0,td_loss
link,td,0,20260905,2574,599,0.0,td_loss
link,td,0,20260905,2575,613,0.0,td_loss
link,td,0,20260905,2576,614,0.0,td_loss
link,td,0,20260905,2577,615,0.0,td_loss
link,td,0,20260905,2578,616,0.0,td_loss
link,td,0,20260905,2579,617,0.0,td_loss
link,td,0,20260905,2580,618,0.0,td_loss
link,td,0,20260905,2581,619,0.0,td_loss
link,td,0,20260905,2582,620,0.0,td_loss
link,td,0,20260905,2583,624,0.0,td_loss
link,td,0,20260905,2584,627,0.0,td_loss
link,td,0,20260905,2585,638,0.0,td_loss
link,td,0,20260905,2586,670,0.0,td_loss
link,td,0,20260905,2587,690,0.0,td_loss
link,td,0,20260905,2588,710,0.0,td_loss
link,td,0,20260905,2589,743,0.0,td_loss
link,td,0,20260905,2590,775,0.0,td_loss
link,td,0,20260905,2591,790,0.0,td_loss
link,td,0,20260905,2592,793,0.0,td_loss
link,td,0,20260905,2593,811,0.0,td_loss
link,td,0,20260905,2594,817,0.0,td_loss
link,td,0,20260905,2595,818,0.0,td_loss
link,td,0,20260905,2596,856,0.0,td_loss
link,td,0,20260905,2597,877,0.0,td_loss
link,td,0,20260905,2598,885,0.0,td_loss
link,td,0,20260905,2599,903,0.0,td_loss
link,td,0,20260905,2600,915,0.0,td_loss
link,td,0,20260905,2601,917,0.0,td_loss
link,td,0,20260905,2602,963,0.0,td_loss
link,td,0,20260905,2603,1004,0.0,td_loss
link,td,0,20260905,2604,1005,0.0,td_loss
link,td,0,20260905,2605,1011,0.0,td_loss
link,td,0,20260905,2606,1031,0.0,td_loss
link,td,0,20260905,2607,1038,0.0,td_loss
link,td,0,20260905,2608,1039,0.0,td_loss
link,td,0,20260905,2609,1054,0.0,td_loss
link,td,0,20260905,2610,1077,0.0,td_loss
link,td,0,20260905,2611,1090,0.0,td_loss
link,td,0,20260905,2612,1103,0.0,td_loss
link,td,0,20260905,2613,1105,0.0,td_loss
link,td,0,20260905,2614,1125,0.0,td_loss
link,td,0,20260905,2615,1140,0.0,td_loss
link,td,0,20260905,2616,1190,0.0,td_loss
link,td,0,20260905,2617,1204,0.0,td_loss
link,td,0,20260905,2618,1211,0.0,td_loss
link,td,0,20260905,2619,1212,0.0,td_loss
link,td,0,20260905,2620,1226,0.0,td_loss
link,td,0,20260905,2621,1232,0.0,td_loss
link,td,0,20260905,2622,1252,0.0,td_loss
link,td,0,20260905,2623,1272,0.0,td_loss
link,td,0,20260905,2624,1294,0.0,td_loss
link,td,0,20260905,2625,1317,0.0,td_loss
link,td,0,20260905,2626,1318,0.0,td_loss
link,td,0,20260905,2627,1320,0.0,td_loss
link,td,0,20260905,2628,1321,0.0,td_loss
link,td,0,20260905,2629,1322,0.0,td_loss
link,td,0,20260905,2630,1326,0.0,td_loss
link,td,0,20260905,2631,1329,0.0,td_loss
link,td,0,20260905,2632,1345,0.0,td_loss
link,td,0,20260905,2633,1359,0.0,td_loss
link,td,0,20260905,2634,1368,0.0,td_loss
link,td,0,20260905,2635,1371,0.0,td_loss
link,td,0,20260905,2636,1377,0.0,td_loss
link,td,0,20260905,2637,1381,0.0,td_loss
link,td,0,20260905,2638,1382,0.0,td_loss
link,td,0,20260905,2639,1383,0.0,td_loss
link,td,0,20260905,2640,1399,0.0,td_loss
link,td,0,20260905,2641,1402,0.0,td_loss
link,td,0,20260905,2642,1408,0.0,td_loss
link,td,0,20260905,2643,1409,0.0,td_loss
link,td,0,20260905,2644,1410,0.0,td_loss
link,td,0,20260905,2645,1417,0.0,td_loss
link,td,0,20260905,2646,1422,0.0,td_loss
link,td,0,20260905,2647,1436,0.0,td_loss
link,td,0,20260905,2648,1446,0.0,td_loss
link,td,0,20260905,2649,1448,0.0,td_loss
link,td,0,20260905,2650,1449,0.0,td_loss
link,td,0,20260905,2651,1454,0.0,td_loss
link,td,0,20260905,2652,1457,0.0,td_loss
link,td,0,20260905,2653,1458,0.0,td_loss
link,td,0,20260905,2654,1467,0.0,td_loss
link,td,0,20260905,2655,1474,0.0,td_loss
link,td,0,20260905,2656,1477,0.0,td_loss
link,td,0,20260905,2657,1483,0.0,td_loss
link,td,0,20260905,2658,1487,0.0,td_loss
link,td,0,20260905,2659,1497,0.0,td_loss
link,td,0,20260905,2660,1500,0.0,td_loss
link,td,0,20260905,2661,1508,0.0,td_loss
link,td,0,20260905,2662,1521,0.0,td_loss
link,td,0,20260905,2663,1530,0.0,td_loss
link,td,0,20260905,2664,1543,0.0,td_loss
link,td,0,20260905,2665,1547,0.0,td_loss
link,td,0,20260905,2666,1559,0.0,td_loss
link,td,0,20260905,2667,1560,0.0,td_loss
link,td,0,20260905,2668,1569,0.0,td_loss
link,td,0,20260905,2669,1574,0.0,td_loss
link,td,0,20260905,2670,1583,0.0,td_loss
link,td,0,20260905,2671,1584,0.0,td_loss
link,td,0,20260905,2672,1594,0.0,td_loss
link,td,0,20260905,2673,1604,0.0,td_loss
link,td,0,20260905,2674,1607,0.0,td_loss
link,td,0,20260905,2675,1609,0.0,td_loss
link,td,0,20260905,2676,1618,0.0,td_loss
link,td,0,20260905,2677,1622,0.0,td_loss
link,td,0,20260905,2678,1636,0.0,td_loss
link,td,0,20260905,2679,1644,0.0,td_loss
link,td,0,20260905,2680,1645,0.0,td_loss
link,td,0,20260905,2681,1653,0.0,td_loss
link,td,0,20260905,2682,1656,0.0,td_loss
link,td,0,20260905,2683,1657,0.0,td_loss
link,td,0,20260905,2684,1663,0.0,td_loss
link,td,0,20260905,2685,1666,0.0,td_loss
link,td,0,20260905,2686,1667,0.0,td_loss
link,td,0,20260905,2687,1669,0.0,td_loss
link,td,0,20260905,2688,1671,0.0,td_loss
link,td,0,20260905,2689,1678,0.0,td_loss
link,td,0,20260905,2690,1680,0.0,td_loss
link,td,0,20260905,2691,1681,0.0,td_loss
link,td,0,20260905,2692,1684,0.0,td_loss
link,td,0,20260905,2693,1690,0.0,td_loss
link,td,0,20260905,2694,1691,0.0,td_loss
link,td,0,20260905,2695,1692,0.0,td_loss
link,td,0,20260905,2696,1693,0.0,td_loss
link,td,0,20260905,2697,1697,0.0,td_loss
link,td,0,20260905,2698,1699,0.0,td_loss
link,td,0,20260905,2699,1708,0.0,td_loss
link,td,0,20260905,2700,1715,0.0,td_loss
link,td,0,20260905,2701,1721,0.0,td_loss
link,td,0,20260905,2702,1724,0.0,td_loss
link,td,0,20260905,2703,1726,0.0,td_loss
link,td,0,20260905,2704,1730,0.0,td_loss
link,td,0,20260905,2705,1756,0.0,td_loss
link,td,0,20260905,2706,1758,0.0,td_loss
link,td,0,20260905,2707,1770,0.0,td_loss
link,td,0,20260905,2708,1776,0.0,td_loss
link,td,0,20260905,2709,1780,0.0,td_loss
link,td,0,20260905,2710,1790,0.0,td_loss
link,td,0,20260905,2711,1791,0.0,td_loss
link,td,0,20260905,2712,1793,0.0,td_loss
link,td,0,20260905,2713,1794,0.0,td_loss
link,td,0,20260905,2714,1798,0.0,td_loss
link,td,0,20260905,2715,1822,0.0,td_loss
link,td,0,20260905,2716,1840,0.0,td_loss
link,td,0,20260905,2717,1854,0.0,td_loss
link,td,0,20260905,2718,1856,0.0,td_loss
link,td,0,20260905,2719,1857,0.0,td_loss
link,td,0,20260905,2720,1874,0.0,td_loss
link,td,0,20260905,2721,1900,0.0,td_loss
link,td,0,20260905,2722,1902,0.0,td_loss
link,td,0,20260905,2723,1914,0.0,td_loss
link,td,0,20260905,2724,1918,0.0,td_loss
link,td,0,20260905,2725,1933,0.0,td_loss
link,td,0,20260905,2726,1948,0.0,td_loss
link,td,0,20260905,2727,1957,0.0,td_loss
link,td,0,20260905,2728,1964,0.0,td_loss
link,td,0,20260905,2729,1965,0.0,td_loss
link,td,0,20260905,2730,1990,0.0,td_loss
link,td,0,20260905,2731,2003,0.0,td_loss
link,td,0,20260905,2732,2004,0.0,td_loss
link,td,0,20260905,2733,2005,0.0,td_loss
link,td,0,20260905,2734,2006,0.0,td_loss
link,td,0,20260905,2735,2012,0.0,td_loss
link,td,0,20260905,2736,2023,0.0,td_loss
link,td,0,20260905,2737,2026,0.0,td_loss
link,td,0,20260905,2738,2030,0.0,td_loss
link,td,0,20260905,2739,2038,0.0,td_loss
link,td,0,20260905,2740,2040,0.0,td_loss
link,td,0,20260905,2741,2041,0.0,td_loss
link,td,0,20260905,2742,2042,0.0,td_loss
link,td,0,20260905,2743,2046,0.0,td_loss
link,td,0,20260905,2744,2070,0.0,td_loss
link,td,0,20260905,2745,2071,0.0,td_loss
link,td,0,20260905,2746,2077,0.0,td_loss
link,td,0,20260905,2747,2085,0.0,td_loss
link,td,0,20260905,2748,2121,0.0,td_loss
link,td,0,20260905,2749,2133,0.0,td_loss
link,td,0,20260905,2750,2173,0.0,td_loss
link,td,0,20260905,2751,2179,0.0,td_loss
link,td,0,20260905,2752,2203,0.0,td_loss
link,td,0,20260905,2753,2206,0.0,td_loss
link,td,0,20260905,2754,2209,0.0,td_loss
link,td,0,20260905,2755,2225,0.0,td_loss
link,td,0,20260905,2756,2226,0.0,td_loss
link,td,0,20260905,2757,2236,0.0,td_loss
link,td,0,20260905,2758,2237,0.0,td_loss
link,td,0,20260905,2759,2241,0.0,td_loss
link,td,0,20260905,2760,2245,0.0,td_loss
link,td,0,20260905,2761,2250,0.0,td_loss
link,td,0,20260905,2762,2262,0.0,td_loss
link,td,0,20260905,2763,2270,0.0,td_loss
link,td,0,20260905,2764,2282,0.0,td_loss
link,td,0,20260905,2765,2286,0.0,td_loss
link,td,0,20260905,2766,2333,0.0,td_loss
link,td,0,20260905,2767,2334,0.0,td_loss
link,td,0,20260905,2768,2344,0.0,td_loss
link,td,0,20260905,2769,2359,0.0,td_loss
link,td,0,20260905,2770,2361,0.0,td_loss
link,td,0,20260905,2771,2365,0.0,td_loss
link,td,0,20260905,2772,2375,0.0,td_loss
link,td,0,20260905,2773,2379,0.0,td_loss
link,td,0,20260905,2774,2380,0.0,td_loss
link,td,0,20260905,2775,2381,0.0,td_loss
link,td,0,20260905,2776,2382,0.0,td_loss
link,td,0,20260905,2777,2383,0.0,td_loss
link,td,0,20260905,2778,2404,0.0,td_loss
link,td,0,20260905,2779,2412,0.0,td_loss
link,td,0,20260905,2780,2434,0.0,td_loss
link,td,0,20260905,2781,2437,0.0,td_loss
link,td,0,20260905,2782,2442,0.0,td_loss
link,td,0,20260905,2783,2443,0.0,td_loss
link,td,0,20260905,2784,2444,0.0,td_loss
link,td,0,20260905,2785,2446,0.0,td_loss
link,td,0,20260905,2786,2448,0.0,td_loss
link,td,0,20260905,2787,2458,0.0,td_loss
link,td,0,20260905,2788,2466,0.0,td_loss
link,td,0,20260905,2789,2478,0.0,td_loss
link,td,0,20260905,2790,2501,0.0,td_loss
link,td,0,20260905,2791,2530,0.0,td_loss
link,td,0,20260905,2792,2549,0.0,td_loss
link,td,0,20260905,2793,2553,0.0,td_loss
link,td,0,20260905,2794,2554,0.0,td_loss
link,td,0,20260905,2795,2555,0.0,td_loss
link,td,0,20260905,2796,2559,0.0,td_loss
link,td,0,20260905,2797,2564,0.0,td_loss
link,td,0,20260905,2798,2565,0.0,td_loss
link,td,0,20260905,2799,2579,0.0,td_loss
link,td,0,20260905,2800,2581,0.0,td_loss
link,td,0,20260905,2801,2586,0.0,td_loss
link,td,0,20260905,2802,2594,0.0,td_loss
link,td,0,20260905,2803,2611,0.0,td_loss
link,td,0,20260905,2804,2627,0.0,td_loss
link,td,0,20260905,2805,2628,0.0,td_loss
link,td,0,20260905,2806,2631,0.0,td_loss
link,td,0,20260905,2807,2634,0.0,td_loss
link,td,0,20260905,2808,2635,0.0,td_loss
link,td,0,20260905,2809,2645,0.0,td_loss
link,td,0,20260905,2810,2670,0.0,td_loss
link,td,0,20260905,2811,2673,0.0,td_loss
link,td,0,20260905,2812,2686,0.0,td_loss
link,td,0,20260905,2813,2690,0.0,td_loss
link,td,0,20260905,2814,2695,0.0,td_loss
link,td,0,20260905,2815,2702,0.0,td_loss
link,td,0,20260905,2816,2713,0.0,td_loss
link,td,0,20260905,2817,2719,0.0,td_loss
link,td,0,20260905,2818,2722,0.0,td_loss
link,td,0,20260905,2819,2729,0.0,td_loss
link,td,0,20260905,2820,2730,0.0,td_loss
link,td,0,20260905,2821,2731,0.0,td_loss
link,td,0,20260905,2822,2732,0.0,td_loss
link,td,0,20260905,2823,2733,0.0,td_loss
link,td,0,20260905,2824,2741,0.0,td_loss
link,td,0,20260905,2825,2744,0.0,td_loss
link,td,0,20260905,2826,2745,0.0,td_loss
link,td,0,20260905,2827,2746,0.0,td_loss
link,td,0,20260905,2828,2747,0.0,td_loss
link,td,0,20260905,2829,2755,0.0,td_loss
link,td,0,20260905,2830,2758,0.0,td_loss
link,td,0,20260905,2831,2760,0.0,td_loss
link,td,0,20260905,2832,2764,0.0,td_loss
link,td,0,20260905,2833,2779,0.0,td_loss
link,td,0,20260905,2834,2780,0.0,td_loss
link,td,0,20260905,2835,2783,0.0,td_loss
link,td,0,20260905,2836,2799,0.0,td_loss
link,td,0,20260905,2837,2800,0.0,td_loss
link,td,0,20260905,2838,2802,0.0,td_loss
link,td,0,20260905,2839,2803,0.0,td_loss
link,td,0,20260905,2840,2804,0.0,td_loss
link,td,0,20260905,2841,2811,0.0,td_loss
link,td,0,20260905,2842,2813,0.0,td_loss
link,td,0,20260905,2843,2818,0.0,td_loss
link,td,0,20260905,2844,2819,0.0,td_loss
link,td,0,20260905,2845,2822,0.0,td_loss
link,td,0,20260905,2846,2831,0.0,td_loss
link,td,0,20260905,2847,2835,0.0,td_loss
link,td,0,20260905,2848,2836,0.0,td_loss
link,td,0,20260905,2849,2837,0.0,td_loss
link,random,1,20460906,1,1226,,random
link,random,1,20460906,2,1753,,random
link,random,1,20460906,3,2352,,random
link,random,1,20460906,4,2583,,random
link,random,1,20460906,5,2289,,random
link,random,1,20460906,6,2653,,random
link,random,1,20460906,7,1704,,random
link,random,1,20460906,8,1685,,random
link,random,1,20460906,9,2649,,random
link,random,1,20460906,10,310,,random
link,random,1,20460906,11,983,,random
link,random,1,20460906,12,2019,,random
link,random,1,20460906,13,891,,random
link,random,1,20460906,14,165,,random
link,random,1,20460906,15,2186,,random
link,random,1,20460906,16,1339,,random
link,random,1,20460906,17,2503,,random
link,random,1,20460906,18,1679,,random
link,random,1,20460906,19,1023,,random
link,random,1,20460906,20,1298,,random
link,random,1,20460906,21,718,,random
link,random,1,20460906,22,2593,,random
link,random,1,20460906,23,1516,,random
link,random,1,20460906,24,958,,random
link,random,1,20460906,25,2171,,random
link,random,1,20460906,26,1879,,random
link,random,1,20460906,27,2769,,random
link,random,1,20460906,28,2498,,random
link,random,1,20460906,29,57,,random
link,random,1,20460906,30,2028,,random
link,random,1,20460906,31,1623,,random
link,random,1,20460906,32,1549,,random
link,random,1,20460906,33,2733,,random
link,random,1,20460906,34,569,,random
link,random,1,20460906,35,2432,,random
link,random,1,20460906,36,2622,,random
link,random,1,20460906,37,748,,random
link,random,1,20460906,38,1231,,random
link,random,1,20460906,39,2620,,random
link,random,1,20460906,40,2640,,random
link,random,1,20460906,41,1002,,random
link,random,1,20460906,42,1488,,random
link,random,1,20460906,43,455,,random
link,random,1,20460906,44,1818,,random
link,random,1,20460906,45,2717,,random
link,random,1,20460906,46,550,,random
link,random,1,20460906,47,464,,random
link,random,1,20460906,48,432,,random
link,random,1,20460906,49,2468,,random
link,random,1,20460906,50,2670,,random
link,random,1,20460906,51,1908,,random
link,random,1,20460906,52,1849,,random
link,random,1,20460906,53,1287,,random
link,random,1,20460906,54,1632,,random
link,random,1,20460906,55,2155,,random
link,random,1,20460906,56,2043,,random
link,random,1,20460906,57,2371,,random
link,random,1,20460906,58,2595,,random
link,random,1,20460906,59,1996,,random
link,random,1,20460906,60,1188,,random
link,random,1,20460906,61,1414,,random
link,random,1,20460906,62,841,,random
link,random,1,20460906,63,1457,,random
link,random,1,20460906,64,444,,random
link,random,1,20460906,65,555,,random
link,random,1,20460906,66,2556,,random
link,random,1,20460906,67,2619,,random
link,random,1,20460906,68,530,,random
link,random,1,20460906,69,121,,random
link,random,1,20460906,70,1491,,random
link,random,1,20460906,71,142,,random
link,random,1,20460906,72,1089,,random
link,random,1,20460906,73,1244,,random
link,random,1,20460906,74,2425,,random
link,random,1,20460906,75,327,,random
link,random,1,20460906,76,184,,random
link,random,1,20460906,77,804,,random
link,random,1,20460906,78,1439,,random
link,random,1,20460906,79,1590,,random
link,random,1,20460906,80,2407,,random
link,random,1,20460906,81,778,,random
link,random,1,20460906,82,663,,random
link,random,1,20460906,83,345,,random
link,random,1,20460906,84,1955,,random
link,random,1,20460906,85,1953,,random
link,random,1,20460906,86,837,,random
link,random,1,20460906,87,644,,random
link,random,1,20460906,88,2426,,random
link,random,1,20460906,89,611,,random
link,random,1,20460906,90,1502,,random
link,random,1,20460906,91,925,,random
link,random,1,20460906,92,417,,random
link,random,1,20460906,93,1800,,random
link,random,1,20460906,94,680,,random
link,random,1,20460906,95,2314,,random
link,random,1,20460906,96,36,,random
link,random,1,20460906,97,221,,random
link,random,1,20460906,98,2825,,random
link,random,1,20460906,99,2787,,random
link,random,1,20460906,100,1246,,random
link,random,1,20460906,101,794,,random
link,random,1,20460906,102,1925,,random
link,random,1,20460906,103,2125,,random
link,random,1,20460906,104,272,,random
link,random,1,20460906,105,2238,,random
link,random,1,20460906,106,1353,,random
link,random,1,20460906,107,1255,,random
link,random,1,20460906,108,1071,,random
link,random,1,20460906,109,896,,random
link,random,1,20460906,110,870,,random
link,random,1,20460906,111,156,,random
link,random,1,20460906,112,636,,random
link,random,1,20460906,113,1327,,random
link,random,1,20460906,114,299,,random
link,random,1,20460906,115,2686,,random
link,random,1,20460906,116,1171,,random
link,random,1,20460906,117,82,,random
link,random,1,20460906,118,1265,,random
link,random,1,20460906,119,2377,,random
link,random,1,20460906,120,916,,random
link,random,1,20460906,121,845,,random
link,random,1,20460906,122,400,,random
link,random,1,20460906,123,739,,random
link,random,1,20460906,124,930,,random
link,random,1,20460906,125,1337,,random
link,random,1,20460906,126,2200,,random
link,random,1,20460906,127,2526,,random
link,random,1,20460906,128,2600,,random
link,random,1,20460906,129,1499,,random
link,random,1,20460906,130,2520,,random
link,random,1,20460906,131,1335,,random
link,random,1,20460906,132,1652,,random
link,random,1,20460906,133,1935,,random
link,random,1,20460906,134,1544,,random
link,random,1,20460906,135,2235,,random
link,random,1,20460906,136,886,,random
link,random,1,20460906,137,2720,,random
link,random,1,20460906,138,1903,,random
link,random,1,20460906,139,356,,random
link,random,1,20460906,140,2380,,random
link,random,1,20460906,141,2071,,random
link,random,1,20460906,142,756,,random
link,random,1,20460906,143,2794,,random
link,random,1,20460906,144,917,,random
link,random,1,20460906,145,1629,,random
link,random,1,20460906,146,267,,random
link,random,1,20460906,147,1570,,random
link,random,1,20460906,148,1749,,random
link,random,1,20460906,149,2254,,random
link,random,1,20460906,150,1152,,random
link,random,1,20460906,151,2236,,random
link,random,1,20460906,152,989,,random
link,random,1,20460906,153,763,,random
link,random,1,20460906,154,2615,,random
link,random,1,20460906,155,2288,,random
link,random,1,20460906,156,1105,,random
link,random,1,20460906,157,2050,,random
link,random,1,20460906,158,1854,,random
